province;red;green;blue;x;y
1762;52;87;210;Prov1762;x
1763;242;6;244;Prov1763;x
1764;156;242;253;Prov1764;x
1765;142;10;14;Prov1765;x
1766;253;109;15;Prov1766;x
1767;241;68;100;Prov1767;x
1768;125;229;226;Prov1768;x
1769;206;40;186;Prov1769;x
1770;71;78;152;Prov1770;x
1771;207;4;136;Prov1771;x
1772;210;73;41;Prov1772;x
1773;219;167;28;Prov1773;x
1774;56;208;161;Prov1774;x
1775;45;238;220;Prov1775;x
1776;73;188;179;Prov1776;x
1777;123;118;41;Prov1777;x
1778;78;172;127;Prov1778;x
1779;246;174;9;Prov1779;x
1780;55;133;50;Prov1780;x
1781;152;41;227;Prov1781;x
1782;242;182;30;Prov1782;x
1783;14;152;45;Prov1783;x
1784;233;10;56;Prov1784;x
1785;113;191;86;Prov1785;x
1786;176;231;70;Prov1786;x
1787;132;217;144;Prov1787;x
1788;40;67;171;Prov1788;x
1789;28;61;66;Prov1789;x
1790;251;139;163;Prov1790;x
1791;210;85;86;Prov1791;x
1792;34;15;110;Prov1792;x
1793;50;143;44;Prov1793;x
1794;180;182;49;Prov1794;x
1795;102;82;5;Prov1795;x
1796;91;52;153;Prov1796;x
1797;190;195;189;Prov1797;x
1798;212;211;207;Prov1798;x
1799;51;16;126;Prov1799;x
1800;238;214;160;Prov1800;x
1801;147;254;135;Prov1801;x
1802;161;10;67;Prov1802;x
1803;152;239;73;Prov1803;x
1804;37;91;148;Prov1804;x
1805;154;74;46;Prov1805;x
1806;175;77;96;Prov1806;x
1807;109;64;16;Prov1807;x
1808;231;238;240;Prov1808;x
1809;72;29;234;Prov1809;x
1810;62;75;177;Prov1810;x
1811;32;5;247;Prov1811;x
1812;4;61;242;Prov1812;x
1813;77;116;168;Prov1813;x
1814;18;38;78;Prov1814;x
1815;221;174;219;Prov1815;x
1816;27;248;24;Prov1816;x
1817;21;147;51;Prov1817;x
1818;138;208;250;Prov1818;x
1819;3;247;104;Prov1819;x
1820;246;84;7;Prov1820;x
1821;94;97;246;Prov1821;x
1822;227;139;191;Prov1822;x
1823;31;233;96;Prov1823;x
1824;251;49;173;Prov1824;x
1825;181;231;121;Prov1825;x
1826;109;140;183;Prov1826;x
1827;253;211;214;Prov1827;x
1828;228;229;115;Prov1828;x
1829;25;92;44;Prov1829;x
1830;22;184;179;Prov1830;x
1831;220;204;212;Prov1831;x
1832;93;235;152;Prov1832;x
1833;110;81;57;Prov1833;x
1834;183;186;63;Prov1834;x
1835;122;21;233;Prov1835;x
1836;68;12;223;Prov1836;x
1837;95;67;115;Prov1837;x
1838;68;214;2;Prov1838;x
1839;70;122;234;Prov1839;x
1840;50;228;40;Prov1840;x
1841;87;69;185;Prov1841;x
1842;124;197;102;Prov1842;x
1843;62;236;141;Prov1843;x
1844;83;47;11;Prov1844;x
1845;242;25;180;Prov1845;x
1846;71;76;79;Prov1846;x
1847;210;187;15;Prov1847;x
1848;204;9;64;Prov1848;x
1849;217;178;72;Prov1849;x
1850;194;117;101;Prov1850;x
1851;150;234;159;Prov1851;x
1852;26;174;25;Prov1852;x
1853;114;235;205;Prov1853;x
1854;137;85;111;Prov1854;x
1855;166;174;101;Prov1855;x
1856;232;40;198;Prov1856;x
1857;92;34;72;Prov1857;x
1858;54;153;26;Prov1858;x
1859;147;135;113;Prov1859;x
1860;122;195;196;Prov1860;x
1861;202;67;98;Prov1861;x
1862;190;35;227;Prov1862;x
1863;250;66;152;Prov1863;x
1864;103;199;215;Prov1864;x
1865;205;168;113;Prov1865;x
1866;135;81;242;Prov1866;x
1867;161;137;238;Prov1867;x
1868;77;157;121;Prov1868;x
1869;3;5;81;Prov1869;x
1870;200;191;138;Prov1870;x
1871;105;40;233;Prov1871;x
1872;189;110;101;Prov1872;x
1873;68;108;115;Prov1873;x
1874;32;10;135;Prov1874;x
1875;227;28;37;Prov1875;x
1876;244;31;182;Prov1876;x
1877;65;42;133;Prov1877;x
1878;21;53;250;Prov1878;x
1879;108;252;42;Prov1879;x
1880;93;37;115;Prov1880;x
1881;178;156;41;Prov1881;x
1882;57;153;192;Prov1882;x
1883;235;203;253;Prov1883;x
1884;193;168;132;Prov1884;x
1885;45;121;14;Prov1885;x
1886;169;149;172;Prov1886;x
1887;136;132;18;Prov1887;x
1888;29;158;198;Prov1888;x
1889;135;244;48;Prov1889;x
1890;93;116;54;Prov1890;x
1891;240;107;64;Prov1891;x
1892;39;227;23;Prov1892;x
1893;11;151;82;Prov1893;x
1894;82;24;51;Prov1894;x
1895;186;246;215;Prov1895;x
1896;170;130;57;Prov1896;x
1897;215;100;35;Prov1897;x
1898;209;235;235;Prov1898;x
1899;208;164;59;Prov1899;x
1900;79;226;82;Prov1900;x
1901;236;29;185;Prov1901;x
1902;95;145;50;Prov1902;x
1903;73;189;84;Prov1903;x
1904;191;39;4;Prov1904;x
1905;17;211;232;Prov1905;x
1906;4;243;185;Prov1906;x
1907;187;231;27;Prov1907;x
1908;85;21;110;Prov1908;x
1909;163;220;173;Prov1909;x
1910;191;4;148;Prov1910;x
1911;29;196;144;Prov1911;x
1912;219;10;47;Prov1912;x
1913;67;11;93;Prov1913;x
1914;138;5;83;Prov1914;x
1915;210;44;30;Prov1915;x
1916;146;222;105;Prov1916;x
1917;15;53;34;Prov1917;x
1918;25;136;129;Prov1918;x
1919;85;239;98;Prov1919;x
1920;198;232;249;Prov1920;x
1921;160;98;106;Prov1921;x
1922;30;204;88;Prov1922;x
1923;189;177;203;Prov1923;x
1924;191;121;219;Prov1924;x
1925;213;168;215;Prov1925;x
1926;210;208;30;Prov1926;x
1927;173;210;45;Prov1927;x
1928;103;48;69;Prov1928;x
1929;49;158;140;Prov1929;x
1930;202;204;8;Prov1930;x
1931;102;48;23;Prov1931;x
1932;21;195;30;Prov1932;x
1933;126;162;173;Prov1933;x
1934;44;38;217;Prov1934;x
1935;25;237;206;Prov1935;x
1936;71;100;171;Prov1936;x
1937;231;73;66;Prov1937;x
1938;31;232;83;Prov1938;x
1939;123;208;188;Prov1939;x
1940;206;62;5;Prov1940;x
1941;208;137;70;Prov1941;x
1942;104;41;110;Prov1942;x
1943;9;147;216;Prov1943;x
1944;143;97;2;Prov1944;x
1945;15;146;78;Prov1945;x
1946;49;17;160;Prov1946;x
1947;66;63;135;Prov1947;x
1948;52;43;192;Prov1948;x
1949;136;59;18;Prov1949;x
1950;234;42;228;Prov1950;x
1951;137;30;83;Prov1951;x
1952;94;183;205;Prov1952;x
1953;163;206;254;Prov1953;x
1954;235;154;41;Prov1954;x
1955;167;134;248;Prov1955;x
1956;151;4;109;Prov1956;x
1957;53;178;243;Prov1957;x
1958;97;16;185;Prov1958;x
1959;156;124;4;Prov1959;x
1960;80;232;253;Prov1960;x
1961;100;28;207;Prov1961;x
1962;29;253;58;Prov1962;x
1963;249;52;233;Prov1963;x
1964;44;202;61;Prov1964;x
1965;125;120;83;Prov1965;x
1966;61;9;17;Prov1966;x
1967;154;122;36;Prov1967;x
1968;79;62;96;Prov1968;x
1969;228;161;219;Prov1969;x
1970;128;206;86;Prov1970;x
1971;107;40;74;Prov1971;x
1972;68;65;250;Prov1972;x
1973;242;66;156;Prov1973;x
1974;249;46;226;Prov1974;x
1975;142;162;193;Prov1975;x
1976;36;225;88;Prov1976;x
1977;201;87;159;Prov1977;x
1978;231;135;173;Prov1978;x
1979;143;216;44;Prov1979;x
1980;25;174;39;Prov1980;x
1981;205;5;131;Prov1981;x
1982;14;224;214;Prov1982;x
1983;164;47;35;Prov1983;x
1984;29;138;188;Prov1984;x
1985;159;118;80;Prov1985;x
1986;98;34;244;Prov1986;x
1987;235;153;133;Prov1987;x
1988;108;195;144;Prov1988;x
1989;15;148;247;Prov1989;x
1990;74;228;78;Prov1990;x
1991;154;50;169;Prov1991;x
1992;231;159;209;Prov1992;x
1993;133;52;231;Prov1993;x
1994;107;3;220;Prov1994;x
1995;220;176;159;Prov1995;x
1996;116;27;28;Prov1996;x
1997;211;46;194;Prov1997;x
1998;88;38;64;Prov1998;x
1999;2;203;56;Prov1999;x
2000;236;149;69;Prov2000;x
2001;76;246;161;Prov2001;x
2002;251;186;80;Prov2002;x
2003;160;188;252;Prov2003;x
2004;236;175;39;Prov2004;x
2005;168;114;193;Prov2005;x
2006;95;94;208;Prov2006;x
2007;92;199;190;Prov2007;x
2008;201;74;52;Prov2008;x
2009;94;204;113;Prov2009;x
2010;126;49;234;Prov2010;x
2011;5;96;38;Prov2011;x
2012;251;143;253;Prov2012;x
2013;99;149;63;Prov2013;x
2014;18;208;27;Prov2014;x
2015;112;23;107;Prov2015;x
2016;195;233;40;Prov2016;x
2017;65;119;39;Prov2017;x
2018;141;189;72;Prov2018;x
2019;84;197;68;Prov2019;x
2020;78;210;67;Prov2020;x
2021;129;169;236;Prov2021;x
2022;33;176;63;Prov2022;x
2023;53;244;224;Prov2023;x
2024;66;24;107;Prov2024;x
2025;49;31;2;Prov2025;x
2026;214;32;76;Prov2026;x
2027;247;79;191;Prov2027;x
2028;80;115;60;Prov2028;x
2029;15;240;134;Prov2029;x
2030;197;68;209;Prov2030;x
2031;37;97;2;Prov2031;x
2032;100;180;79;Prov2032;x
2033;87;137;1;Prov2033;x
2034;46;17;81;Prov2034;x
2035;25;245;48;Prov2035;x
2036;14;181;169;Prov2036;x
2037;11;246;27;Prov2037;x
2038;227;162;111;Prov2038;x
2039;164;19;51;Prov2039;x
2040;180;86;30;Prov2040;x
2041;212;67;225;Prov2041;x
2042;83;180;154;Prov2042;x
2043;129;205;178;Prov2043;x
2044;150;154;4;Prov2044;x
2045;61;26;32;Prov2045;x
2046;18;50;134;Prov2046;x
2047;226;32;200;Prov2047;x
2048;43;46;200;Prov2048;x
2049;28;43;107;Prov2049;x
2050;222;41;105;Prov2050;x
2051;184;51;222;Prov2051;x
2052;149;254;175;Prov2052;x
2053;74;166;66;Prov2053;x
2054;226;127;85;Prov2054;x
2055;45;72;177;Prov2055;x
2056;167;152;183;Prov2056;x
2057;33;56;211;Prov2057;x
2058;113;34;210;Prov2058;x
2059;43;9;58;Prov2059;x
2060;37;22;70;Prov2060;x
2061;126;253;55;Prov2061;x
2062;250;163;26;Prov2062;x
2063;223;106;34;Prov2063;x
2064;14;47;98;Prov2064;x
2065;48;135;121;Prov2065;x
2066;204;108;100;Prov2066;x
2067;99;116;180;Prov2067;x
2068;67;69;60;Prov2068;x
2069;191;245;217;Prov2069;x
2070;56;177;41;Prov2070;x
2071;182;52;213;Prov2071;x
2072;159;185;199;Prov2072;x
2073;223;178;27;Prov2073;x
2074;177;104;214;Prov2074;x
2075;167;27;142;Prov2075;x
2076;60;16;93;Prov2076;x
2077;102;215;252;Prov2077;x
2078;237;252;244;Prov2078;x
2079;154;218;141;Prov2079;x
2080;159;18;1;Prov2080;x
2081;138;188;126;Prov2081;x
2082;159;13;30;Prov2082;x
2083;242;82;127;Prov2083;x
2084;9;45;151;Prov2084;x
2085;102;126;145;Prov2085;x
2086;128;208;130;Prov2086;x
2087;8;1;250;Prov2087;x
2088;103;205;237;Prov2088;x
2089;249;253;176;Prov2089;x
2090;40;250;191;Prov2090;x
2091;164;197;222;Prov2091;x
2092;187;56;203;Prov2092;x
2093;111;101;63;Prov2093;x
2094;32;200;22;Prov2094;x
2095;89;175;67;Prov2095;x
2096;194;2;237;Prov2096;x
2097;252;166;95;Prov2097;x
2098;47;222;14;Prov2098;x
2099;150;7;168;Prov2099;x
2100;135;174;91;Prov2100;x
2101;159;132;234;Prov2101;x
2102;133;3;85;Prov2102;x
2103;33;88;43;Prov2103;x
2104;212;195;60;Prov2104;x
2105;88;219;52;Prov2105;x
2106;152;57;46;Prov2106;x
2107;22;6;223;Prov2107;x
2108;107;208;211;Prov2108;x
2109;89;18;139;Prov2109;x
2110;142;107;9;Prov2110;x
2111;152;56;54;Prov2111;x
2112;2;93;186;Prov2112;x
2113;127;131;243;Prov2113;x
2114;254;22;19;Prov2114;x
2115;231;96;54;Prov2115;x
2116;2;63;11;Prov2116;x
2117;40;204;11;Prov2117;x
2118;170;175;138;Prov2118;x
2119;180;36;8;Prov2119;x
2120;148;26;189;Prov2120;x
2121;148;247;207;Prov2121;x
2122;202;130;39;Prov2122;x
2123;2;174;115;Prov2123;x
2124;100;28;89;Prov2124;x
2125;32;34;239;Prov2125;x
2126;118;13;70;Prov2126;x
2127;210;48;38;Prov2127;x
2128;204;177;141;Prov2128;x
2129;176;32;173;Prov2129;x
2130;37;241;47;Prov2130;x
2131;182;206;142;Prov2131;x
2132;140;115;244;Prov2132;x
2133;253;195;1;Prov2133;x
2134;23;122;245;Prov2134;x
2135;157;58;240;Prov2135;x
2136;142;43;4;Prov2136;x
2137;184;241;227;Prov2137;x
2138;209;30;227;Prov2138;x
2139;3;224;141;Prov2139;x
2140;91;62;178;Prov2140;x
2141;204;53;106;Prov2141;x
2142;94;60;210;Prov2142;x
2143;148;255;59;Prov2143;x
2144;102;195;193;Prov2144;x
2145;73;90;39;Prov2145;x
2146;197;137;188;Prov2146;x
2147;179;100;99;Prov2147;x
2148;101;153;145;Prov2148;x
2149;213;229;82;Prov2149;x
2150;60;233;87;Prov2150;x
2151;24;67;60;Prov2151;x
2152;112;83;1;Prov2152;x
2153;148;102;168;Prov2153;x
2154;142;5;19;Prov2154;x
2155;142;11;99;Prov2155;x
2156;176;180;8;Prov2156;x
2157;33;226;44;Prov2157;x
2158;155;118;238;Prov2158;x
2159;115;25;95;Prov2159;x
2160;70;198;194;Prov2160;x
2161;131;151;59;Prov2161;x
2162;101;230;74;Prov2162;x
2163;134;186;100;Prov2163;x
2164;41;9;206;Prov2164;x
2165;36;146;128;Prov2165;x
2166;16;130;59;Prov2166;x
2167;11;146;86;Prov2167;x
2168;61;220;197;Prov2168;x
2169;152;134;161;Prov2169;x
2170;114;166;194;Prov2170;x
2171;74;210;200;Prov2171;x
2172;247;150;153;Prov2172;x
2173;146;228;97;Prov2173;x
2174;195;133;176;Prov2174;x
2175;80;106;173;Prov2175;x
2176;206;160;127;Prov2176;x
2177;92;70;210;Prov2177;x
2178;91;124;242;Prov2178;x
2179;228;248;122;Prov2179;x
2180;19;73;153;Prov2180;x
2181;141;76;151;Prov2181;x
2182;193;116;194;Prov2182;x
2183;68;167;143;Prov2183;x
2184;71;220;81;Prov2184;x
2185;81;79;80;Prov2185;x
2186;60;15;26;Prov2186;x
2187;183;180;89;Prov2187;x
2188;201;164;94;Prov2188;x
2189;141;2;201;Prov2189;x
2190;28;23;246;Prov2190;x
2191;69;104;152;Prov2191;x
2192;255;78;103;Prov2192;x
2193;18;254;124;Prov2193;x
2194;112;49;151;Prov2194;x
2195;224;230;92;Prov2195;x
2196;77;16;213;Prov2196;x
2197;181;210;66;Prov2197;x
2198;56;18;230;Prov2198;x
2199;228;58;101;Prov2199;x
2200;36;55;247;Prov2200;x
2201;86;11;110;Prov2201;x
2202;118;220;60;Prov2202;x
2203;171;157;242;Prov2203;x
2204;58;247;224;Prov2204;x
2205;50;96;251;Prov2205;x
2206;17;228;183;Prov2206;x
2207;189;187;127;Prov2207;x
2208;53;219;211;Prov2208;x
2209;121;62;185;Prov2209;x
2210;210;191;182;Prov2210;x
2211;213;30;14;Prov2211;x
2212;84;185;83;Prov2212;x
2213;152;155;96;Prov2213;x
2214;219;97;23;Prov2214;x
2215;15;124;15;Prov2215;x
2216;163;167;88;Prov2216;x
2217;205;135;190;Prov2217;x
2218;191;105;157;Prov2218;x
2219;64;58;196;Prov2219;x
2220;89;32;61;Prov2220;x
2221;68;97;128;Prov2221;x
2222;60;212;121;Prov2222;x
2223;175;30;184;Prov2223;x
2224;143;131;1;Prov2224;x
2225;24;126;135;Prov2225;x
2226;65;242;12;Prov2226;x
2227;4;219;73;Prov2227;x
2228;250;255;172;Prov2228;x
2229;85;112;11;Prov2229;x
2230;174;82;10;Prov2230;x
2231;129;147;10;Prov2231;x
2232;227;38;57;Prov2232;x
2233;55;13;61;Prov2233;x
2234;64;110;116;Prov2234;x
2235;64;195;229;Prov2235;x
2236;189;94;99;Prov2236;x
2237;241;175;15;Prov2237;x
2238;96;130;189;Prov2238;x
2239;121;89;79;Prov2239;x
2240;85;67;238;Prov2240;x
2241;107;174;110;Prov2241;x
2242;231;210;15;Prov2242;x
2243;79;112;208;Prov2243;x
2244;152;217;172;Prov2244;x
2245;145;210;176;Prov2245;x
2246;186;128;219;Prov2246;x
2247;234;62;36;Prov2247;x
2248;79;1;96;Prov2248;x
2249;171;53;53;Prov2249;x
2250;208;53;12;Prov2250;x
2251;176;30;6;Prov2251;x
2252;234;229;225;Prov2252;x
2253;243;123;33;Prov2253;x
2254;33;87;71;Prov2254;x
2255;134;31;157;Prov2255;x
2256;252;247;15;Prov2256;x
2257;250;218;135;Prov2257;x
2258;175;141;110;Prov2258;x
2259;157;157;75;Prov2259;x
2260;55;164;166;Prov2260;x
2261;200;44;93;Prov2261;x
2262;222;95;132;Prov2262;x
2263;56;99;96;Prov2263;x
2264;147;173;134;Prov2264;x
2265;82;152;207;Prov2265;x
2266;239;167;210;Prov2266;x
2267;13;190;29;Prov2267;x
2268;24;14;102;Prov2268;x
2269;224;47;5;Prov2269;x
2270;74;149;167;Prov2270;x
2271;109;221;46;Prov2271;x
2272;127;236;223;Prov2272;x
2273;195;249;96;Prov2273;x
2274;106;33;166;Prov2274;x
2275;240;212;150;Prov2275;x
2276;72;42;253;Prov2276;x
2277;219;42;235;Prov2277;x
2278;78;133;14;Prov2278;x
2279;240;11;137;Prov2279;x
2280;17;55;5;Prov2280;x
2281;217;168;13;Prov2281;x
2282;239;40;128;Prov2282;x
2283;86;238;150;Prov2283;x
2284;194;219;202;Prov2284;x
2285;68;83;118;Prov2285;x
2286;17;236;15;Prov2286;x
2287;177;185;249;Prov2287;x
2288;89;211;240;Prov2288;x
2289;149;79;248;Prov2289;x
2290;217;55;26;Prov2290;x
2291;43;25;237;Prov2291;x
2292;96;102;203;Prov2292;x
2293;66;207;170;Prov2293;x
2294;72;31;234;Prov2294;x
2295;135;108;163;Prov2295;x
2296;150;198;28;Prov2296;x
2297;146;226;6;Prov2297;x
2298;85;56;18;Prov2298;x
2299;82;109;119;Prov2299;x
2300;161;114;176;Prov2300;x
2301;3;241;254;Prov2301;x
2302;2;210;158;Prov2302;x
2303;108;111;113;Prov2303;x
2304;77;143;30;Prov2304;x
2305;44;93;204;Prov2305;x
2306;159;35;132;Prov2306;x
2307;178;242;106;Prov2307;x
2308;143;97;116;Prov2308;x
2309;205;187;207;Prov2309;x
2310;55;145;143;Prov2310;x
2311;16;167;240;Prov2311;x
2312;131;14;121;Prov2312;x
2313;34;254;228;Prov2313;x
2314;237;41;203;Prov2314;x
2315;79;197;199;Prov2315;x
2316;234;191;47;Prov2316;x
2317;252;175;194;Prov2317;x
2318;119;220;135;Prov2318;x
2319;236;5;110;Prov2319;x
2320;208;8;29;Prov2320;x
2321;115;77;42;Prov2321;x
2322;103;206;83;Prov2322;x
2323;219;94;70;Prov2323;x
2324;248;206;175;Prov2324;x
2325;155;235;139;Prov2325;x
2326;127;16;61;Prov2326;x
2327;129;156;112;Prov2327;x
2328;43;243;147;Prov2328;x
2329;162;129;124;Prov2329;x
2330;139;31;170;Prov2330;x
2331;187;241;10;Prov2331;x
2332;39;220;161;Prov2332;x
2333;122;244;31;Prov2333;x
2334;150;158;72;Prov2334;x
2335;124;187;161;Prov2335;x
2336;245;105;111;Prov2336;x
2337;127;43;244;Prov2337;x
2338;103;67;98;Prov2338;x
2339;253;21;126;Prov2339;x
2340;161;90;68;Prov2340;x
2341;185;57;239;Prov2341;x
2342;246;113;114;Prov2342;x
2343;172;188;35;Prov2343;x
2344;44;255;38;Prov2344;x
2345;66;161;157;Prov2345;x
2346;93;144;127;Prov2346;x
2347;217;17;177;Prov2347;x
2348;69;175;255;Prov2348;x
2349;62;166;70;Prov2349;x
2350;138;156;179;Prov2350;x
2351;180;122;36;Prov2351;x
2352;52;192;164;Prov2352;x
2353;23;168;166;Prov2353;x
2354;66;150;221;Prov2354;x
2355;33;43;103;Prov2355;x
2356;173;22;31;Prov2356;x
2357;177;210;38;Prov2357;x
2358;122;174;238;Prov2358;x
2359;198;54;243;Prov2359;x
2360;66;205;20;Prov2360;x
2361;238;209;93;Prov2361;x
2362;206;71;141;Prov2362;x
2363;117;101;173;Prov2363;x
2364;245;176;98;Prov2364;x
2365;55;246;61;Prov2365;x
2366;161;239;183;Prov2366;x
2367;252;95;37;Prov2367;x
2368;178;1;117;Prov2368;x
2369;225;3;179;Prov2369;x
2370;156;246;214;Prov2370;x
2371;195;241;118;Prov2371;x
2372;190;76;113;Prov2372;x
2373;86;134;3;Prov2373;x
2374;252;205;121;Prov2374;x
2375;254;107;21;Prov2375;x
2376;189;220;233;Prov2376;x
2377;188;53;242;Prov2377;x
2378;121;45;28;Prov2378;x
2379;71;27;222;Prov2379;x
2380;231;161;252;Prov2380;x
2381;128;107;69;Prov2381;x
2382;2;29;214;Prov2382;x
2383;69;130;5;Prov2383;x
2384;206;124;234;Prov2384;x
2385;65;122;190;Prov2385;x
2386;147;49;60;Prov2386;x
2387;199;212;177;Prov2387;x
2388;220;218;233;Prov2388;x
2389;60;117;74;Prov2389;x
2390;75;147;214;Prov2390;x
2391;52;101;20;Prov2391;x
2392;21;128;95;Prov2392;x
2393;210;16;30;Prov2393;x
2394;194;117;255;Prov2394;x
2395;65;30;222;Prov2395;x
2396;110;150;56;Prov2396;x
2397;27;106;150;Prov2397;x
2398;26;242;212;Prov2398;x
2399;41;41;43;Prov2399;x
2400;99;54;15;Prov2400;x
2401;137;179;2;Prov2401;x
2402;172;1;47;Prov2402;x
2403;162;111;98;Prov2403;x
2404;232;17;118;Prov2404;x
2405;126;207;53;Prov2405;x
2406;16;182;255;Prov2406;x
2407;3;238;61;Prov2407;x
2408;72;236;210;Prov2408;x
2409;109;159;110;Prov2409;x
2410;141;80;1;Prov2410;x
2411;206;14;151;Prov2411;x
2412;105;21;48;Prov2412;x
2413;239;172;71;Prov2413;x
2414;189;246;198;Prov2414;x
2415;18;241;144;Prov2415;x
2416;178;112;215;Prov2416;x
2417;231;56;81;Prov2417;x
2418;88;101;241;Prov2418;x
2419;144;92;183;Prov2419;x
2420;165;142;209;Prov2420;x
2421;142;118;184;Prov2421;x
2422;32;183;185;Prov2422;x
2423;59;230;16;Prov2423;x
2424;174;19;241;Prov2424;x
2425;129;26;135;Prov2425;x
2426;48;230;245;Prov2426;x
2427;38;85;5;Prov2427;x
2428;33;250;137;Prov2428;x
2429;195;148;131;Prov2429;x
2430;129;53;39;Prov2430;x
2431;242;159;197;Prov2431;x
2432;115;173;162;Prov2432;x
2433;4;210;243;Prov2433;x
2434;186;173;11;Prov2434;x
2435;51;200;27;Prov2435;x
2436;67;72;39;Prov2436;x
2437;209;114;163;Prov2437;x
2438;140;6;1;Prov2438;x
2439;149;200;133;Prov2439;x
2440;96;152;139;Prov2440;x
2441;188;185;115;Prov2441;x
2442;240;43;96;Prov2442;x
2443;27;121;62;Prov2443;x
2444;233;127;139;Prov2444;x
2445;253;73;19;Prov2445;x
2446;175;95;95;Prov2446;x
2447;249;12;22;Prov2447;x
2448;104;95;19;Prov2448;x
2449;120;142;64;Prov2449;x
2450;65;250;158;Prov2450;x
2451;6;191;171;Prov2451;x
2452;111;206;170;Prov2452;x
2453;250;73;76;Prov2453;x
2454;75;77;240;Prov2454;x
2455;232;237;179;Prov2455;x
2456;246;86;54;Prov2456;x
2457;164;130;22;Prov2457;x
2458;80;111;197;Prov2458;x
2459;236;58;122;Prov2459;x
2460;22;240;193;Prov2460;x
2461;136;17;109;Prov2461;x
2462;185;65;62;Prov2462;x
2463;223;139;38;Prov2463;x
2464;26;211;192;Prov2464;x
2465;46;131;113;Prov2465;x
2466;61;50;195;Prov2466;x
2467;31;53;62;Prov2467;x
2468;247;104;171;Prov2468;x
2469;46;146;162;Prov2469;x
2470;69;108;232;Prov2470;x
2471;221;224;108;Prov2471;x
2472;30;229;66;Prov2472;x
2473;191;56;247;Prov2473;x
2474;102;61;155;Prov2474;x
2475;207;142;62;Prov2475;x
2476;141;66;131;Prov2476;x
2477;73;88;25;Prov2477;x
2478;158;85;186;Prov2478;x
2479;68;54;180;Prov2479;x
2480;46;136;249;Prov2480;x
2481;53;67;136;Prov2481;x
2482;149;80;49;Prov2482;x
2483;61;186;106;Prov2483;x
2484;81;232;166;Prov2484;x
2485;152;98;133;Prov2485;x
2486;61;157;5;Prov2486;x
2487;184;179;33;Prov2487;x
2488;35;114;144;Prov2488;x
2489;160;3;128;Prov2489;x
2490;138;167;17;Prov2490;x
2491;67;74;68;Prov2491;x
2492;123;122;53;Prov2492;x
2493;240;241;32;Prov2493;x
2494;39;35;202;Prov2494;x
2495;202;29;74;Prov2495;x
2496;55;15;207;Prov2496;x
2497;138;63;115;Prov2497;x
2498;224;48;69;Prov2498;x
2499;230;128;199;Prov2499;x
2500;108;77;226;Prov2500;x
2501;131;54;159;Prov2501;x
2502;200;221;109;Prov2502;x
2503;213;70;137;Prov2503;x
2504;178;224;42;Prov2504;x
2505;171;139;212;Prov2505;x
2506;248;50;138;Prov2506;x
2507;87;252;55;Prov2507;x
2508;189;125;160;Prov2508;x
2509;112;252;204;Prov2509;x
2510;2;186;139;Prov2510;x
2511;160;56;184;Prov2511;x
2512;251;41;59;Prov2512;x
2513;185;154;147;Prov2513;x
2514;148;93;149;Prov2514;x
2515;144;123;123;Prov2515;x
2516;209;9;72;Prov2516;x
2517;243;184;90;Prov2517;x
2518;227;246;183;Prov2518;x
2519;43;181;18;Prov2519;x
2520;51;161;36;Prov2520;x
2521;116;112;130;Prov2521;x
2522;133;105;67;Prov2522;x
2523;97;111;228;Prov2523;x
2524;52;93;92;Prov2524;x
2525;106;92;86;Prov2525;x
2526;150;75;99;Prov2526;x
2527;92;79;191;Prov2527;x
2528;64;79;19;Prov2528;x
2529;241;72;83;Prov2529;x
2530;248;135;181;Prov2530;x
2531;121;147;6;Prov2531;x
2532;8;142;224;Prov2532;x
2533;82;221;198;Prov2533;x
2534;155;53;151;Prov2534;x
2535;27;240;7;Prov2535;x
2536;52;7;108;Prov2536;x
2537;39;76;161;Prov2537;x
2538;86;248;216;Prov2538;x
2539;208;13;24;Prov2539;x
2540;221;202;21;Prov2540;x
2541;17;143;248;Prov2541;x
2542;177;158;133;Prov2542;x
2543;95;80;193;Prov2543;x
2544;175;151;112;Prov2544;x
2545;86;60;244;Prov2545;x
2546;115;227;198;Prov2546;x
2547;105;29;208;Prov2547;x
2548;242;16;215;Prov2548;x
2549;200;231;99;Prov2549;x
2550;153;75;231;Prov2550;x
2551;133;197;43;Prov2551;x
2552;62;90;226;Prov2552;x
2553;217;213;78;Prov2553;x
2554;230;29;195;Prov2554;x
2555;136;41;158;Prov2555;x
2556;14;194;14;Prov2556;x
2557;230;35;189;Prov2557;x
2558;206;223;108;Prov2558;x
2559;177;143;248;Prov2559;x
2560;126;92;144;Prov2560;x
2561;234;99;24;Prov2561;x
2562;151;85;10;Prov2562;x
2563;19;122;125;Prov2563;x
2564;4;242;207;Prov2564;x
2565;65;65;163;Prov2565;x
2566;31;187;141;Prov2566;x
2567;49;82;205;Prov2567;x
2568;107;167;107;Prov2568;x
2569;192;133;63;Prov2569;x
2570;149;43;254;Prov2570;x
2571;109;248;231;Prov2571;x
2572;178;70;157;Prov2572;x
2573;199;29;175;Prov2573;x
2574;199;210;141;Prov2574;x
2575;5;112;139;Prov2575;x
2576;149;54;196;Prov2576;x
2577;231;167;133;Prov2577;x
2578;195;229;129;Prov2578;x
2579;20;165;251;Prov2579;x
2580;114;73;221;Prov2580;x
2581;122;231;220;Prov2581;x
2582;165;205;126;Prov2582;x
2583;226;90;223;Prov2583;x
